expedition,accession,HUH,NYBG,KIB,locality,date,latitude,longitude,elevation,county,location,family,genus,species_epithet,crano_site_id,plant_description,locality_habitat,historical
"2018 Eaton, McKenzie, Meek, Zuo",DE265,1,2,1,57,7/14/2018,"31°35'11.8"" N","100°08'30.0"" E",3650,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE266,1,2,1,58,7/14/2018,"31°10'09.7"" N","100°18'02.7"" E",3200,,,Orobanchaceae,Pedicularis,cyathophylloides,,Common in forest understory on slopes.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE267,1,1,1,58,7/14/2018,"31°10'09.7"" N","100°18'02.7"" E",3200,,,Orobanchaceae,Pedicularis,pseudomelampyriflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE268,1,1,1,58,7/14/2018,"31°10'09.7"" N","100°18'02.7"" E",3200,,,Orobanchaceae,Pedicularis,batangensis,,Flowers pale yellow with darker yellow galea.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE269,1,1,1,59,7/15/2018,"31°42'55.1"" N","99°36'58.6"" E",3746,,,Orobanchaceae,Euphrasia,sp.,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE270,1,0,0,59,7/15/2018,"31°42'55.1"" N","99°36'58.6"" E",3746,,,Orobanchaceae,Pedicularis,ingens,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE271,1,1,1,59,7/15/2018,"31°42'55.1"" N","99°36'58.6"" E",3746,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE272,1,1,1,59,7/15/2018,"31°42'55.1"" N","99°36'58.6"" E",3746,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE273,1,1,1,59,7/15/2018,"31°42'55.1"" N","99°36'58.6"" E",3746,,,Orobanchaceae,Pedicularis,densispica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE274,1,1,1,59,7/15/2018,"31°42'55.1"" N","99°36'58.6"" E",3746,,,Orobanchaceae,Pedicularis,szetschuanica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE275,1,1,1,59,7/15/2018,"31°42'55.1"" N","99°36'58.6"" E",3746,,,Orobanchaceae,Pedicularis,brevilabris,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE276,1,1,1,59,7/15/2018,"31°42'55.1"" N","99°36'58.6"" E",3746,,,Orobanchaceae,Pedicularis,polyodonta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE277,1,1,1,59,7/15/2018,"31°42'55.1"" N","99°36'58.6"" E",3746,,,Orobanchaceae,Pedicularis,anas,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE278,1,1,1,59,7/15/2018,"31°42'55.1"" N","99°36'58.6"" E",3746,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE279,1,1,1,59,7/15/2018,"31°42'55.1"" N","99°36'58.6"" E",3746,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE280,1,1,1,59,7/15/2018,"31°42'55.1"" N","99°36'58.6"" E",3746,,,Orobanchaceae,Pedicularis,kansuensis,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE281,1,1,1,60,7/15/2018,"31°54'39.7"" N","99°15'28.3"" E",3800,,,Orobanchaceae,Pedicularis,polyodonta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE282,1,1,1,60,7/15/2018,"31°54'39.7"" N","99°15'28.3"" E",3800,,,Orobanchaceae,Pedicularis,longiflora,,Flowers yellow fading to white on the outer edge of lower corolla lips. ,,
"2018 Eaton, McKenzie, Meek, Zuo",DE283,1,1,1,60,7/15/2018,"31°54'39.7"" N","99°15'28.3"" E",3800,,,Orobanchaceae,Pedicularis,szetschuanica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE284,1,1,1,60,7/15/2018,"31°54'39.7"" N","99°15'28.3"" E",3800,,,Orobanchaceae,Pedicularis,kansuensis,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE285,1,1,1,60,7/15/2018,"31°54'39.7"" N","99°15'28.3"" E",3800,,,Orobanchaceae,Pedicularis,cheilanthifolia,,Flowers with white lower lips with dark purple venation and dark purple galea. ,,
"2018 Eaton, McKenzie, Meek, Zuo",DE286,1,1,1,61,7/15/2018,"32°03'08.5"" N","99°00'41.3"" E",4490,,,Orobanchaceae,Pedicularis,przewalskii,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE287,1,0,0,62,7/15/2018,"32°03'40.6"" N","99°00'34.0"" E",4388,,,Orobanchaceae,Pedicularis,brevilabris,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE288,1,1,1,62,7/15/2018,"32°03'40.6"" N","99°00'34.0"" E",4388,,,Orobanchaceae,Pedicularis,sp.,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE289,1,1,1,62,7/15/2018,"32°03'40.6"" N","99°00'34.0"" E",4388,,,Orobanchaceae,Pedicularis,kansuensis,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE290,1,1,1,62,7/15/2018,"32°03'40.6"" N","99°00'34.0"" E",4388,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE291,1,1,1,62,7/15/2018,"32°03'40.6"" N","99°00'34.0"" E",4388,,,Orobanchaceae,Pedicularis,anas,,Flowers white.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE292,1,1,1,63,7/15/2018,"32°04'00.7"" N","99°00'15.2"" E",4270,,,Orobanchaceae,Pedicularis,anas,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE293,1,0,0,63,7/15/2018,"32°04'00.7"" N","99°00'15.2"" E",4270,,,Orobanchaceae,Pedicularis,polyodonta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE294,1,1,1,63,7/15/2018,"32°04'00.7"" N","99°00'15.2"" E",4270,,,Orobanchaceae,Pedicularis,confertiflora subsp. confertiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE295,1,1,1,63,7/15/2018,"32°04'00.7"" N","99°00'15.2"" E",4270,,,Orobanchaceae,Pedicularis,sp. ,,Flowers white with dark purple galea and beak.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE296,1,1,1,63,7/15/2018,"32°04'00.7"" N","99°00'15.2"" E",4270,,,Orobanchaceae,Pedicularis,sp.,,"Flowers yellow, style protruding out of beak.",,
"2018 Eaton, McKenzie, Meek, Zuo",DE297,1,1,1,63,7/15/2018,"32°04'00.7"" N","99°00'15.2"" E",4270,,,Orobanchaceae,Pedicularis,szetschuanica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE298,1,1,1,63,7/15/2018,"32°04'00.7"" N","99°00'15.2"" E",4270,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE299,1,1,1,63,7/15/2018,"32°04'00.7"" N","99°00'15.2"" E",4270,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE300,1,1,1,64,7/15/2018,"32°00'32.5"" N","99°02'53.8"" E",3990,,,Orobanchaceae,Pedicularis,verticillata,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE301,1,1,1,64,7/15/2018,"32°00'32.5"" N","99°02'53.8"" E",3990,,,Orobanchaceae,Pedicularis,kansuensis,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE302,1,1,1,64,7/15/2018,"32°00'32.5"" N","99°02'53.8"" E",3990,,,Orobanchaceae,Pedicularis,sp.,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE303,1,1,1,64,7/15/2018,"32°00'32.5"" N","99°02'53.8"" E",3990,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE304,1,1,1,64,7/15/2018,"32°00'32.5"" N","99°02'53.8"" E",3990,,,Orobanchaceae,Pedicularis,polyodonta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE305,1,1,1,64,7/15/2018,"32°00'32.5"" N","99°02'53.8"" E",3990,,,Orobanchaceae,Pedicularis,integrifolia,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE306,1,1,1,64,7/15/2018,"32°00'32.5"" N","99°02'53.8"" E",3990,,,Orobanchaceae,Pedicularis,szetschuanica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE307,1,1,1,64,7/15/2018,"32°00'32.5"" N","99°02'53.8"" E",3990,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE308,1,1,1,64,7/15/2018,"32°00'32.5"" N","99°02'53.8"" E",3990,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE309,1,0,0,65,7/15/2018,"31°53'13.6"" N","99°02'01.6"" E",4077,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers pink.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE310,1,1,0,65,7/15/2018,"31°53'13.6"" N","99°02'01.6"" E",4077,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers white.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE311,1,1,1,65,7/15/2018,"31°53'13.6"" N","99°02'01.6"" E",4077,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE312,1,1,1,65,7/15/2018,"31°53'13.6"" N","99°02'01.6"" E",4077,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE313,1,1,1,65,7/15/2018,"31°53'13.6"" N","99°02'01.6"" E",4077,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE314,1,1,1,65,7/15/2018,"31°53'13.6"" N","99°02'01.6"" E",4077,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE315,1,1,1,65,7/15/2018,"31°53'13.6"" N","99°02'01.6"" E",4077,,,Orobanchaceae,Pedicularis,szetschuanica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE316,1,1,1,65,7/15/2018,"31°53'13.6"" N","99°02'01.6"" E",4077,,,Orobanchaceae,Pedicularis,sp. ,,Flowers purple with white throat.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE317,1,1,1,65,7/15/2018,"31°53'13.6"" N","99°02'01.6"" E",4077,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE318,1,1,1,66,7/15/2018,"31°55'57.1"" N","98°49'59.5"" E",3790,,,Orobanchaceae,Pedicularis,sp. ,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE319,1,1,1,66,7/15/2018,"31°55'57.1"" N","98°49'59.5"" E",3790,,,Orobanchaceae,Pedicularis,brevilabris,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE320,1,1,1,66,7/15/2018,"31°55'57.1"" N","98°49'59.5"" E",3790,,,Orobanchaceae,Pedicularis,kansuensis,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE321,1,1,1,66,7/15/2018,"31°55'57.1"" N","98°49'59.5"" E",3790,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE322,1,1,0,66,7/15/2018,"31°55'57.1"" N","98°49'59.5"" E",3790,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE323,1,0,0,66,7/15/2018,"31°55'57.1"" N","98°49'59.5"" E",3790,,,Orobanchaceae,Pedicularis,kansuensis,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE324,1,1,1,67,7/16/2018,"31°52'45.3"" N","98°35'29.0"" E",3300,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers pink.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE325,1,1,1,67,7/16/2018,"31°52'45.3"" N","98°35'29.0"" E",3300,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE326,1,1,1,68,7/16/2018,"31°33'30.3"" N","98°40'45.1"" E",3085,,,Orobanchaceae,Pedicularis,pseudomelampyriflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE327,1,1,1,68,7/16/2018,"31°33'30.3"" N","98°40'45.1"" E",3085,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE328,1,1,1,68,7/16/2018,"31°33'30.3"" N","98°40'45.1"" E",3085,,,Orobanchaceae,Pedicularis,scolopax,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE329,1,1,1,68,7/16/2018,"31°33'30.3"" N","98°40'45.1"" E",3085,,,Orobanchaceae,Pedicularis,kansuensis,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE330,1,1,0,69,7/16/2018,"31°27'47.7"" N","98°49'12.5"" E",3686,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE331,1,1,1,69,7/16/2018,"31°27'47.7"" N","98°49'12.5"" E",3686,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE332,1,1,1,69,7/16/2018,"31°27'47.7"" N","98°49'12.5"" E",3686,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE333,1,1,1,69,7/16/2018,"31°27'47.7"" N","98°49'12.5"" E",3686,,,Orobanchaceae,Pedicularis,alaschanica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE334,1,1,1,69,7/16/2018,"31°27'47.7"" N","98°49'12.5"" E",3686,,,Orobanchaceae,Pedicularis,integrifolia,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE335,1,1,1,70,7/17/2018,"31°07'20.5"" N","98°53'24.1"" E",3053,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE336,1,1,1,70,7/17/2018,"31°07'20.5"" N","98°53'24.1"" E",3053,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers pink,,
"2018 Eaton, McKenzie, Meek, Zuo",DE337,1,1,1,70,7/17/2018,"31°07'20.5"" N","98°53'24.1"" E",3053,,,Orobanchaceae,Pedicularis,pseudomelampyriflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE338,1,1,1,70,7/17/2018,"31°07'20.5"" N","98°53'24.1"" E",3053,,,Orobanchaceae,Pedicularis,scolopax,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE339,1,1,0,70,7/17/2018,"31°07'20.5"" N","98°53'24.1"" E",3053,,,Orobanchaceae,Pedicularis,sp.,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE340,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,decora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE341,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,brevilabris,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE342,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE343,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,rex,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE344,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,cyathophylla,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE345,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE346,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,cyathophylloides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE347,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,cyathophylloides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE348,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE349,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE350,1,0,0,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE351,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,ingens,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE352,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Ranunculaceae,Aquilegia,rockii,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE353,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,brevilabris,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE354,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,cyathophylla,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE355,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE356,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE357,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,anas,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE358,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE359,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE360,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE361,1,1,1,73,7/17/2018,"30°58'05.7"" N","98°58'07.1"" E",4214,,,Orobanchaceae,Pedicularis,trichoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE362,1,1,1,73,7/17/2018,"30°58'05.7"" N","98°58'07.1"" E",4214,,,Orobanchaceae,Pedicularis,elwesii,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE363,1,1,1,73,7/17/2018,"30°58'05.7"" N","98°58'07.1"" E",4214,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE364,1,1,1,73,7/17/2018,"30°58'05.7"" N","98°58'07.1"" E",4214,,,Orobanchaceae,Pedicularis,ingens,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE365,1,1,1,73,7/17/2018,"30°58'05.7"" N","98°58'07.1"" E",4214,,,Orobanchaceae,Pedicularis,sp.,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE366,1,1,1,74,7/17/2018,"30°43'12.1"" N","99°05'28.6"" E",3115,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE367,1,1,1,74,7/17/2018,"30°43'12.1"" N","99°05'28.6"" E",3115,,,Orobanchaceae,Pedicularis,densispica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE368,1,1,1,74,7/17/2018,"30°43'12.1"" N","99°05'28.6"" E",3115,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE369,1,1,1,75,7/17/2018,"30°35'51.7"" N","99°11'18.2"" E",3420,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE370,1,2,1,75,7/17/2018,"30°35'51.7"" N","99°11'18.2"" E",3420,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE371,1,1,1,75,7/17/2018,"30°35'51.7"" N","99°11'18.2"" E",3420,,,Orobanchaceae,Pedicularis,rex,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE372,1,1,1,75,7/17/2018,"30°35'51.7"" N","99°11'18.2"" E",3420,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE373,1,1,1,75,7/17/2018,"30°35'51.7"" N","99°11'18.2"" E",3420,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE374,1,1,0,76,7/18/2018,"30°01'50.7"" N","99°03'00.7"" E",3275,,,Orobanchaceae,Phtheirospermum,tenuisecta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE375,1,1,0,76,7/18/2018,"30°01'50.7"" N","99°03'00.7"" E",3275,,,Primulaceae,Androsace,sp.,,Flowers pink.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE376,1,1,1,76,7/18/2018,"30°01'50.7"" N","99°03'00.7"" E",3275,,,Primulaceae,Androsace,sp.,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE377,1,1,1,76,7/18/2018,"30°01'50.7"" N","99°03'00.7"" E",3275,,,Orobanchaceae,Pedicularis,dichotoma,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE378,1,1,1,77,7/18/2018,"30°15'37.1"" N","99°26'36.2"" E",3820,,,Orobanchaceae,Pedicularis,rex,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE379,1,1,1,77,7/18/2018,"30°15'37.1"" N","99°26'36.2"" E",3820,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE380,1,1,0,77,7/18/2018,"30°15'37.1"" N","99°26'36.2"" E",3820,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE381,1,1,1,77,7/18/2018,"30°15'37.1"" N","99°26'36.2"" E",3820,,,Orobanchaceae,Pedicularis,decora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE382,1,1,1,78,7/18/2018,"30°17'14.5"" N","99°29'41.9"" E",4132,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE383,1,1,1,78,7/18/2018,"30°17'14.5"" N","99°29'41.9"" E",4132,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE384,1,1,1,79,7/18/2018,"30°17'05.6"" N","99°23'57.5"" E",3661,,,Orobanchaceae,Pedicularis,densispica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE385,1,1,1,79,7/18/2018,"30°17'05.6"" N","99°23'57.5"" E",3661,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE386,1,1,1,79,7/18/2018,"30°17'05.6"" N","99°23'57.5"" E",3661,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE387,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE388,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE389,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,anas,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE390,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE391,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,sphaerantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE392,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE393,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE394,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,latituba,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE395,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,longiflora var. tubiformes,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE396,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,integrifolia,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE397,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,ingens,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE398,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,rhodotricha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE399,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,lophotricha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE400,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE401,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE402,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE403,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,cephalantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE404,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE405,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
